FID,cd_recorte,quadro,cd_mun,nm_mun,id
qg_2022_030_munic.409,03011717008,030,1717008,Pindorama do Tocantins,409
qg_2022_030_munic.410,03011717206,030,1717206,Piraquê,410
qg_2022_030_munic.411,03011717503,030,1717503,Pium,411
qg_2022_030_munic.412,03011717800,030,1717800,Ponte Alta do Bom Jesus,412
qg_2022_030_munic.413,03011717909,030,1717909,Ponte Alta do Tocantins,413
qg_2022_030_munic.414,03011718006,030,1718006,Porto Alegre do Tocantins,414
qg_2022_030_munic.415,03011718204,030,1718204,Porto Nacional,415
qg_2022_030_munic.416,03011718303,030,1718303,Praia Norte,416
qg_2022_030_munic.417,03011718402,030,1718402,Presidente Kennedy,417
qg_2022_030_munic.418,03011718451,030,1718451,Pugmil,418
qg_2022_030_munic.419,03011718501,030,1718501,Recursolândia,419
qg_2022_030_munic.420,03011718550,030,1718550,Riachinho,420
qg_2022_030_munic.421,03011718659,030,1718659,Rio da Conceição,421
qg_2022_030_munic.422,03011718709,030,1718709,Rio dos Bois,422
qg_2022_030_munic.423,03011718758,030,1718758,Rio Sono,423
qg_2022_030_munic.424,03011718808,030,1718808,Sampaio,424
qg_2022_030_munic.425,03011718840,030,1718840,Sandolândia,425
qg_2022_030_munic.426,03011718865,030,1718865,Santa Fé do Araguaia,426
qg_2022_030_munic.427,03011718881,030,1718881,Santa Maria do Tocantins,427
qg_2022_030_munic.428,03011718899,030,1718899,Santa Rita do Tocantins,428
qg_2022_030_munic.429,03011718907,030,1718907,Santa Rosa do Tocantins,429
qg_2022_030_munic.430,03011719004,030,1719004,Santa Tereza do Tocantins,430
qg_2022_030_munic.431,03011720002,030,1720002,Santa Terezinha do Tocantins,431
qg_2022_030_munic.432,03011720101,030,1720101,São Bento do Tocantins,432
qg_2022_030_munic.433,03011720150,030,1720150,São Félix do Tocantins,433
qg_2022_030_munic.434,03011720200,030,1720200,São Miguel do Tocantins,434
qg_2022_030_munic.435,03011720259,030,1720259,São Salvador do Tocantins,435
qg_2022_030_munic.436,03011720309,030,1720309,São Sebastião do Tocantins,436
qg_2022_030_munic.437,03011720499,030,1720499,São Valério,437
qg_2022_030_munic.438,03011720655,030,1720655,Silvanópolis,438
qg_2022_030_munic.439,03011720804,030,1720804,Sítio Novo do Tocantins,439
qg_2022_030_munic.440,03011720853,030,1720853,Sucupira,440
qg_2022_030_munic.441,03011720903,030,1720903,Taguatinga,441
qg_2022_030_munic.442,03011720937,030,1720937,Taipas do Tocantins,442
qg_2022_030_munic.443,03011720978,030,1720978,Talismã,443
qg_2022_030_munic.444,03011721000,030,1721000,Palmas,444
qg_2022_030_munic.445,03011721109,030,1721109,Tocantínia,445
qg_2022_030_munic.446,03011721208,030,1721208,Tocantinópolis,446
qg_2022_030_munic.447,03011721257,030,1721257,Tupirama,447
qg_2022_030_munic.448,03011721307,030,1721307,Tupiratins,448
qg_2022_030_munic.449,03011722081,030,1722081,Wanderlândia,449
qg_2022_030_munic.450,03011722107,030,1722107,Xambioá,450
qg_2022_030_munic.451,03012100055,030,2100055,Açailândia,451
qg_2022_030_munic.452,03012100105,030,2100105,Afonso Cunha,452
qg_2022_030_munic.453,03012100154,030,2100154,Água Doce do Maranhão,453
qg_2022_030_munic.454,03012100204,030,2100204,Alcântara,454
qg_2022_030_munic.455,03012100303,030,2100303,Aldeias Altas,455
qg_2022_030_munic.456,03012100402,030,2100402,Altamira do Maranhão,456
qg_2022_030_munic.457,03012100436,030,2100436,Alto Alegre do Maranhão,457
qg_2022_030_munic.458,03012100477,030,2100477,Alto Alegre do Pindaré,458
qg_2022_030_munic.459,03012100501,030,2100501,Alto Parnaíba,459
qg_2022_030_munic.460,03012100550,030,2100550,Amapá do Maranhão,460
qg_2022_030_munic.461,03012100600,030,2100600,Amarante do Maranhão,461
qg_2022_030_munic.462,03012100709,030,2100709,Anajatuba,462
qg_2022_030_munic.463,03012100808,030,2100808,Anapurus,463
qg_2022_030_munic.464,03012100832,030,2100832,Apicum-Açu,464
qg_2022_030_munic.465,03012100873,030,2100873,Araguanã,465
qg_2022_030_munic.466,03012100907,030,2100907,Araioses,466
qg_2022_030_munic.467,03012100956,030,2100956,Arame,467
qg_2022_030_munic.468,03012101004,030,2101004,Arari,468
qg_2022_030_munic.469,03012101103,030,2101103,Axixá,469
qg_2022_030_munic.470,03012101202,030,2101202,Bacabal,470
qg_2022_030_munic.471,03012101251,030,2101251,Bacabeira,471
qg_2022_030_munic.472,03012101301,030,2101301,Bacuri,472
qg_2022_030_munic.473,03012101350,030,2101350,Bacurituba,473
qg_2022_030_munic.474,03012101400,030,2101400,Balsas,474
qg_2022_030_munic.475,03012101509,030,2101509,Barão de Grajaú,475
qg_2022_030_munic.476,03012101608,030,2101608,Barra do Corda,476
qg_2022_030_munic.477,03012101707,030,2101707,Barreirinhas,477
qg_2022_030_munic.478,03012101731,030,2101731,Belágua,478
qg_2022_030_munic.479,03012101772,030,2101772,Bela Vista do Maranhão,479
qg_2022_030_munic.480,03012101806,030,2101806,Benedito Leite,480
qg_2022_030_munic.481,03012101905,030,2101905,Bequimão,481
qg_2022_030_munic.482,03012101939,030,2101939,Bernardo do Mearim,482
qg_2022_030_munic.483,03012101970,030,2101970,Boa Vista do Gurupi,483
qg_2022_030_munic.484,03012102002,030,2102002,Bom Jardim,484
qg_2022_030_munic.485,03012102036,030,2102036,Bom Jesus das Selvas,485
qg_2022_030_munic.486,03012102077,030,2102077,Bom Lugar,486
qg_2022_030_munic.487,03012102101,030,2102101,Brejo,487
qg_2022_030_munic.488,03012102150,030,2102150,Brejo de Areia,488
qg_2022_030_munic.489,03012102200,030,2102200,Buriti,489
qg_2022_030_munic.490,03012102309,030,2102309,Buriti Bravo,490
qg_2022_030_munic.491,03012102325,030,2102325,Buriticupu,491
qg_2022_030_munic.492,03012102358,030,2102358,Buritirana,492
qg_2022_030_munic.493,03012102374,030,2102374,Cachoeira Grande,493
qg_2022_030_munic.494,03012102408,030,2102408,Cajapió,494
qg_2022_030_munic.495,03012102507,030,2102507,Cajari,495
qg_2022_030_munic.496,03012102556,030,2102556,Campestre do Maranhão,496
qg_2022_030_munic.497,03012102606,030,2102606,Cândido Mendes,497
qg_2022_030_munic.498,03012102705,030,2102705,Cantanhede,498
qg_2022_030_munic.499,03012102754,030,2102754,Capinzal do Norte,499
qg_2022_030_munic.500,03012102804,030,2102804,Carolina,500
qg_2022_030_munic.501,03012102903,030,2102903,Carutapera,501
qg_2022_030_munic.502,03012103000,030,2103000,Caxias,502
qg_2022_030_munic.503,03012103109,030,2103109,Cedral,503
qg_2022_030_munic.504,03012103125,030,2103125,Central do Maranhão,504
qg_2022_030_munic.505,03012103158,030,2103158,Centro do Guilherme,505
qg_2022_030_munic.506,03012103174,030,2103174,Centro Novo do Maranhão,506
qg_2022_030_munic.507,03012103208,030,2103208,Chapadinha,507
qg_2022_030_munic.508,03012103257,030,2103257,Cidelândia,508
qg_2022_030_munic.509,03012103307,030,2103307,Codó,509
qg_2022_030_munic.510,03012103406,030,2103406,Coelho Neto,510
qg_2022_030_munic.511,03012103505,030,2103505,Colinas,511
qg_2022_030_munic.512,03012103554,030,2103554,Conceição do Lago-Açu,512
qg_2022_030_munic.513,03012103604,030,2103604,Coroatá,513
qg_2022_030_munic.514,03012103703,030,2103703,Cururupu,514
qg_2022_030_munic.515,03012103752,030,2103752,Davinópolis,515
qg_2022_030_munic.516,03012103802,030,2103802,Dom Pedro,516
qg_2022_030_munic.517,03012103901,030,2103901,Duque Bacelar,517
qg_2022_030_munic.518,03012104008,030,2104008,Esperantinópolis,518
qg_2022_030_munic.519,03012104057,030,2104057,Estreito,519
qg_2022_030_munic.520,03012104073,030,2104073,Feira Nova do Maranhão,520
qg_2022_030_munic.521,03012104081,030,2104081,Fernando Falcão,521
qg_2022_030_munic.522,03012104099,030,2104099,Formosa da Serra Negra,522
qg_2022_030_munic.523,03012104107,030,2104107,Fortaleza dos Nogueiras,523
qg_2022_030_munic.524,03012104206,030,2104206,Fortuna,524
qg_2022_030_munic.525,03012104305,030,2104305,Godofredo Viana,525
qg_2022_030_munic.526,03012104404,030,2104404,Gonçalves Dias,526
qg_2022_030_munic.527,03012104503,030,2104503,Governador Archer,527
qg_2022_030_munic.528,03012104552,030,2104552,Governador Edison Lobão,528
qg_2022_030_munic.529,03012104602,030,2104602,Governador Eugênio Barros,529
qg_2022_030_munic.530,03012104628,030,2104628,Governador Luiz Rocha,530
qg_2022_030_munic.531,03012104651,030,2104651,Governador Newton Bello,531
qg_2022_030_munic.532,03012104677,030,2104677,Governador Nunes Freire,532
qg_2022_030_munic.533,03012104701,030,2104701,Graça Aranha,533
qg_2022_030_munic.534,03012104800,030,2104800,Grajaú,534
qg_2022_030_munic.535,03012104909,030,2104909,Guimarães,535
qg_2022_030_munic.536,03012105005,030,2105005,Humberto de Campos,536
qg_2022_030_munic.537,03012105104,030,2105104,Icatu,537
qg_2022_030_munic.538,03012105153,030,2105153,Igarapé do Meio,538
qg_2022_030_munic.539,03012105203,030,2105203,Igarapé Grande,539
qg_2022_030_munic.540,03012105302,030,2105302,Imperatriz,540
qg_2022_030_munic.541,03012105351,030,2105351,Itaipava do Grajaú,541
qg_2022_030_munic.542,03012105401,030,2105401,Itapecuru Mirim,542
qg_2022_030_munic.543,03012105427,030,2105427,Itinga do Maranhão,543
qg_2022_030_munic.544,03012105450,030,2105450,Jatobá,544
qg_2022_030_munic.545,03012105476,030,2105476,Jenipapo dos Vieiras,545
qg_2022_030_munic.546,03012105500,030,2105500,João Lisboa,546
qg_2022_030_munic.547,03012105609,030,2105609,Joselândia,547
qg_2022_030_munic.548,03012105658,030,2105658,Junco do Maranhão,548
qg_2022_030_munic.549,03012105708,030,2105708,Lago da Pedra,549
qg_2022_030_munic.550,03012105807,030,2105807,Lago do Junco,550
qg_2022_030_munic.551,03012105906,030,2105906,Lago Verde,551
qg_2022_030_munic.552,03012105922,030,2105922,Lagoa do Mato,552
qg_2022_030_munic.553,03012105948,030,2105948,Lago dos Rodrigues,553
qg_2022_030_munic.554,03012105963,030,2105963,Lagoa Grande do Maranhão,554
qg_2022_030_munic.555,03012105989,030,2105989,Lajeado Novo,555
qg_2022_030_munic.556,03012106003,030,2106003,Lima Campos,556
qg_2022_030_munic.557,03012106102,030,2106102,Loreto,557
qg_2022_030_munic.558,03012106201,030,2106201,Luís Domingues,558
qg_2022_030_munic.559,03012106300,030,2106300,Magalhães de Almeida,559
qg_2022_030_munic.560,03012106326,030,2106326,Maracaçumé,560
qg_2022_030_munic.561,03012106359,030,2106359,Marajá do Sena,561
qg_2022_030_munic.562,03012106375,030,2106375,Maranhãozinho,562
qg_2022_030_munic.563,03012106409,030,2106409,Mata Roma,563
qg_2022_030_munic.564,03012106508,030,2106508,Matinha,564
qg_2022_030_munic.565,03012106607,030,2106607,Matões,565
qg_2022_030_munic.566,03012106631,030,2106631,Matões do Norte,566
qg_2022_030_munic.567,03012106672,030,2106672,Milagres do Maranhão,567
qg_2022_030_munic.568,03012106706,030,2106706,Mirador,568
qg_2022_030_munic.569,03012106755,030,2106755,Miranda do Norte,569
qg_2022_030_munic.570,03012106805,030,2106805,Mirinzal,570
qg_2022_030_munic.571,03012106904,030,2106904,Monção,571
qg_2022_030_munic.572,03012107001,030,2107001,Montes Altos,572
qg_2022_030_munic.573,03012107100,030,2107100,Morros,573
qg_2022_030_munic.574,03012107209,030,2107209,Nina Rodrigues,574
qg_2022_030_munic.575,03012107258,030,2107258,Nova Colinas,575
qg_2022_030_munic.576,03012107308,030,2107308,Nova Iorque,576
qg_2022_030_munic.577,03012107357,030,2107357,Nova Olinda do Maranhão,577
qg_2022_030_munic.578,03012107407,030,2107407,Olho d'Água das Cunhãs,578
qg_2022_030_munic.579,03012107456,030,2107456,Olinda Nova do Maranhão,579
qg_2022_030_munic.580,03012107506,030,2107506,Paço do Lumiar,580
qg_2022_030_munic.581,03012107605,030,2107605,Palmeirândia,581
qg_2022_030_munic.582,03012107704,030,2107704,Paraibano,582
qg_2022_030_munic.583,03012107803,030,2107803,Parnarama,583
qg_2022_030_munic.584,03012107902,030,2107902,Passagem Franca,584
qg_2022_030_munic.585,03012108009,030,2108009,Pastos Bons,585
qg_2022_030_munic.586,03012108058,030,2108058,Paulino Neves,586
qg_2022_030_munic.587,03012108108,030,2108108,Paulo Ramos,587
qg_2022_030_munic.588,03012108207,030,2108207,Pedreiras,588
qg_2022_030_munic.589,03012108256,030,2108256,Pedro do Rosário,589
qg_2022_030_munic.590,03012108306,030,2108306,Penalva,590
qg_2022_030_munic.591,03012108405,030,2108405,Peri Mirim,591
qg_2022_030_munic.592,03012108454,030,2108454,Peritoró,592
qg_2022_030_munic.593,03012108504,030,2108504,Pindaré-Mirim,593
qg_2022_030_munic.594,03012108603,030,2108603,Pinheiro,594
qg_2022_030_munic.595,03012108702,030,2108702,Pio XII,595
qg_2022_030_munic.596,03012108801,030,2108801,Pirapemas,596
qg_2022_030_munic.597,03012108900,030,2108900,Poção de Pedras,597
qg_2022_030_munic.598,03012109007,030,2109007,Porto Franco,598
qg_2022_030_munic.599,03012109056,030,2109056,Porto Rico do Maranhão,599
qg_2022_030_munic.600,03012109106,030,2109106,Presidente Dutra,600
qg_2022_030_munic.601,03012109205,030,2109205,Presidente Juscelino,601
qg_2022_030_munic.602,03012109239,030,2109239,Presidente Médici,602
qg_2022_030_munic.603,03012109270,030,2109270,Presidente Sarney,603
qg_2022_030_munic.604,03012109304,030,2109304,Presidente Vargas,604
qg_2022_030_munic.605,03012109403,030,2109403,Primeira Cruz,605
qg_2022_030_munic.606,03012109452,030,2109452,Raposa,606
qg_2022_030_munic.607,03012109502,030,2109502,Riachão,607
qg_2022_030_munic.608,03012109551,030,2109551,Ribamar Fiquene,608
qg_2022_030_munic.609,03012109601,030,2109601,Rosário,609
qg_2022_030_munic.610,03012109700,030,2109700,Sambaíba,610
qg_2022_030_munic.611,03012109759,030,2109759,Santa Filomena do Maranhão,611
qg_2022_030_munic.612,03012109809,030,2109809,Santa Helena,612
qg_2022_030_munic.613,03012109908,030,2109908,Santa Inês,613
qg_2022_030_munic.614,03012110005,030,2110005,Santa Luzia,614
qg_2022_030_munic.615,03012110039,030,2110039,Santa Luzia do Paruá,615
qg_2022_030_munic.616,03012110104,030,2110104,Santa Quitéria do Maranhão,616
qg_2022_030_munic.617,03012110203,030,2110203,Santa Rita,617
qg_2022_030_munic.618,03012110237,030,2110237,Santana do Maranhão,618
qg_2022_030_munic.619,03012110278,030,2110278,Santo Amaro do Maranhão,619
qg_2022_030_munic.620,03012110302,030,2110302,Santo Antônio dos Lopes,620
qg_2022_030_munic.621,03012110401,030,2110401,São Benedito do Rio Preto,621
qg_2022_030_munic.622,03012110500,030,2110500,São Bento,622
qg_2022_030_munic.623,03012110609,030,2110609,São Bernardo,623
qg_2022_030_munic.624,03012110658,030,2110658,São Domingos do Azeitão,624
qg_2022_030_munic.625,03012110708,030,2110708,São Domingos do Maranhão,625
qg_2022_030_munic.626,03012110807,030,2110807,São Félix de Balsas,626
qg_2022_030_munic.627,03012110856,030,2110856,São Francisco do Brejão,627
qg_2022_030_munic.628,03012110906,030,2110906,São Francisco do Maranhão,628
qg_2022_030_munic.629,03012111003,030,2111003,São João Batista,629
qg_2022_030_munic.630,03012111029,030,2111029,São João do Carú,630
qg_2022_030_munic.631,03012111052,030,2111052,São João do Paraíso,631
qg_2022_030_munic.632,03012111078,030,2111078,São João do Soter,632
qg_2022_030_munic.633,03012111102,030,2111102,São João dos Patos,633
qg_2022_030_munic.634,03012111201,030,2111201,São José de Ribamar,634
qg_2022_030_munic.635,03012111250,030,2111250,São José dos Basílios,635
qg_2022_030_munic.636,03012111300,030,2111300,São Luís,636
qg_2022_030_munic.637,03012111409,030,2111409,São Luís Gonzaga do Maranhão,637
qg_2022_030_munic.638,03012111508,030,2111508,São Mateus do Maranhão,638
qg_2022_030_munic.639,03012111532,030,2111532,São Pedro da Água Branca,639
qg_2022_030_munic.640,03012111573,030,2111573,São Pedro dos Crentes,640
qg_2022_030_munic.641,03012111607,030,2111607,São Raimundo das Mangabeiras,641
qg_2022_030_munic.642,03012111631,030,2111631,São Raimundo do Doca Bezerra,642
qg_2022_030_munic.643,03012111672,030,2111672,São Roberto,643
qg_2022_030_munic.644,03012111706,030,2111706,São Vicente Ferrer,644
qg_2022_030_munic.645,03012111722,030,2111722,Satubinha,645
qg_2022_030_munic.646,03012111748,030,2111748,Senador Alexandre Costa,646
qg_2022_030_munic.647,03012111763,030,2111763,Senador La Rocque,647
qg_2022_030_munic.648,03012111789,030,2111789,Serrano do Maranhão,648
qg_2022_030_munic.649,03012111805,030,2111805,Sítio Novo,649
qg_2022_030_munic.650,03012111904,030,2111904,Sucupira do Norte,650
qg_2022_030_munic.651,03012111953,030,2111953,Sucupira do Riachão,651
qg_2022_030_munic.652,03012112001,030,2112001,Tasso Fragoso,652
qg_2022_030_munic.653,03012112100,030,2112100,Timbiras,653
qg_2022_030_munic.654,03012112209,030,2112209,Timon,654
qg_2022_030_munic.655,03012112233,030,2112233,Trizidela do Vale,655
qg_2022_030_munic.656,03012112274,030,2112274,Tufilândia,656
qg_2022_030_munic.657,03012112308,030,2112308,Tuntum,657
qg_2022_030_munic.658,03012112407,030,2112407,Turiaçu,658
qg_2022_030_munic.659,03012112456,030,2112456,Turilândia,659
qg_2022_030_munic.660,03012112506,030,2112506,Tutóia,660
qg_2022_030_munic.661,03012112605,030,2112605,Urbano Santos,661
qg_2022_030_munic.662,03012112704,030,2112704,Vargem Grande,662
qg_2022_030_munic.663,03012112803,030,2112803,Viana,663
qg_2022_030_munic.664,03012112852,030,2112852,Vila Nova dos Martírios,664
qg_2022_030_munic.665,03012112902,030,2112902,Vitória do Mearim,665
qg_2022_030_munic.666,03012113009,030,2113009,Vitorino Freire,666
qg_2022_030_munic.667,03012114007,030,2114007,Zé Doca,667
qg_2022_030_munic.668,03012200053,030,2200053,Acauã,668
qg_2022_030_munic.669,03012200103,030,2200103,Agricolândia,669
qg_2022_030_munic.670,03012200202,030,2200202,Água Branca,670
qg_2022_030_munic.671,03012200251,030,2200251,Alagoinha do Piauí,671
qg_2022_030_munic.672,03012200277,030,2200277,Alegrete do Piauí,672
qg_2022_030_munic.673,03012200301,030,2200301,Alto Longá,673
qg_2022_030_munic.674,03012200400,030,2200400,Altos,674
qg_2022_030_munic.675,03012200459,030,2200459,Alvorada do Gurguéia,675
qg_2022_030_munic.676,03012200509,030,2200509,Amarante,676
qg_2022_030_munic.677,03012200608,030,2200608,Angical do Piauí,677
qg_2022_030_munic.678,03012200707,030,2200707,Anísio de Abreu,678
qg_2022_030_munic.679,03012200806,030,2200806,Antônio Almeida,679
qg_2022_030_munic.680,03012200905,030,2200905,Aroazes,680
qg_2022_030_munic.681,03012200954,030,2200954,Aroeiras do Itaim,681
qg_2022_030_munic.682,03012201002,030,2201002,Arraial,682
qg_2022_030_munic.683,03012201051,030,2201051,Assunção do Piauí,683
qg_2022_030_munic.684,03012201101,030,2201101,Avelino Lopes,684
qg_2022_030_munic.685,03012201150,030,2201150,Baixa Grande do Ribeiro,685
qg_2022_030_munic.686,03012201176,030,2201176,Barra D'Alcântara,686
qg_2022_030_munic.687,03012201200,030,2201200,Barras,687
qg_2022_030_munic.688,03012201309,030,2201309,Barreiras do Piauí,688
qg_2022_030_munic.689,03012201408,030,2201408,Barro Duro,689
qg_2022_030_munic.690,03012201507,030,2201507,Batalha,690
qg_2022_030_munic.691,03012201556,030,2201556,Bela Vista do Piauí,691
qg_2022_030_munic.692,03012201572,030,2201572,Belém do Piauí,692
